case_id,experiment,latency_ms,input_tokens,output_tokens,meta_family,meta_difficulty,meta_index,question_id,type,label,p_true,confidence_top,pred,correct,brier,nll,reported_confidence,entropy_norm,p_label,score,mae,meta_group,meta_trial,meta_semantic_correct,meta_noise_units,meta_removal_level,meta_variant,meta_attack_target,meta_instructions,meta_repetition,meta_question_count,meta_bundle_size,meta_cardinality,meta_domain,meta_context_chars,meta_evidence_position
case_0bcfae9122f9d7d5,calibration_choice,12.440625112503767,87,0,support_routing,easy,28.0,target,choice,shipping,,0.7349,shipping,1,0.09381594,0.3080208434473115,0.3732,0.6268094457537515,0.7349,,,,,,,,,,,,,,,,,
case_8e6a0a337cdaccab,calibration_choice,12.582958908751607,93,0,support_routing,easy,29.0,target,choice,shipping,,0.6744,shipping,1,0.14155485,0.39393187229449134,0.2875,0.7123917097868755,0.6744,,,,,,,,,,,,,,,,,
case_2a281f498ffd00c9,calibration_choice,12.50591711141169,94,0,support_routing,easy,30.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_732ea7fa2152f68a,calibration_choice,12.525792000815272,91,0,support_routing,easy,31.0,target,choice,technical,,0.672,technical,1,0.14531241999999997,0.3974969384589874,0.2902,0.709820093678057,0.672,,,,,,,,,,,,,,,,,
case_1d449b16b8adc665,calibration_choice,12.553333071991801,93,0,support_routing,easy,32.0,target,choice,shipping,,0.6744,shipping,1,0.14155485,0.39393187229449134,0.2875,0.7123917097868755,0.6744,,,,,,,,,,,,,,,,,
case_32497a6f64f14422,calibration_choice,12.556459056213498,91,0,support_routing,easy,33.0,target,choice,billing,,0.7549,billing,1,0.0812405,0.28116998883655786,0.4089,0.5911093574358776,0.7549,,,,,,,,,,,,,,,,,
case_a7ffa8f938341952,calibration_choice,12.473040958866477,94,0,support_routing,easy,34.0,target,choice,billing,,0.7538,billing,1,0.08147253999999998,0.28262819814910195,0.4052,0.5947710002106786,0.7538,,,,,,,,,,,,,,,,,
case_2ad7013d83f282fd,calibration_choice,12.55724998190999,91,0,support_routing,easy,35.0,target,choice,technical,,0.8214,technical,1,0.042927129999999994,0.1967450774596788,0.5223,0.4777391712267582,0.8214,,,,,,,,,,,,,,,,,
case_0b54d63ddc97d3df,calibration_choice,12.271833140403032,94,0,support_routing,easy,36.0,target,choice,shipping,,0.7398,shipping,1,0.09039586,0.3013753995837834,0.3808,0.6192209461551125,0.7398,,,,,,,,,,,,,,,,,
case_63ea1977343c0417,calibration_choice,12.26895791478455,87,0,support_routing,easy,37.0,target,choice,shipping,,0.7349,shipping,1,0.09381594,0.3080208434473115,0.3732,0.6268094457537515,0.7349,,,,,,,,,,,,,,,,,
case_8bbb859ea641e37b,calibration_choice,12.468083994463086,87,0,support_routing,easy,38.0,target,choice,shipping,,0.7349,shipping,1,0.09381594,0.3080208434473115,0.3732,0.6268094457537515,0.7349,,,,,,,,,,,,,,,,,
case_dfa88f6c20dd29ab,calibration_choice,12.761791935190558,94,0,support_routing,easy,39.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_fa2dc3bd39d5bb4a,calibration_choice,12.597500113770366,92,0,support_routing,easy,40.0,target,choice,billing,,0.7841,billing,1,0.06241026999999999,0.24321871574526077,0.4541,0.5458897431501345,0.7841,,,,,,,,,,,,,,,,,
case_88aeefeb7b684b50,calibration_choice,12.764665996655822,90,0,support_routing,easy,41.0,target,choice,account,,0.5601,account,1,0.25891993999999996,0.5796399397663503,0.1589,0.8411149033149836,0.5601,,,,,,,,,,,,,,,,,
case_6bf839d9aff8df89,calibration_choice,12.701832922175527,90,0,support_routing,easy,42.0,target,choice,account,,0.5601,account,1,0.25891993999999996,0.5796399397663503,0.1589,0.8411149033149836,0.5601,,,,,,,,,,,,,,,,,
case_d054a025b7122533,calibration_choice,12.557082809507847,94,0,support_routing,easy,43.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_5af17ee0e4dc3e9b,calibration_choice,12.615334009751678,94,0,support_routing,easy,44.0,target,choice,billing,,0.7538,billing,1,0.08147253999999998,0.28262819814910195,0.4052,0.5947710002106786,0.7538,,,,,,,,,,,,,,,,,
case_dd086b6c63a33a23,calibration_choice,12.64670817181468,92,0,support_routing,easy,45.0,target,choice,billing,,0.7841,billing,1,0.06241026999999999,0.24321871574526077,0.4541,0.5458897431501345,0.7841,,,,,,,,,,,,,,,,,
case_49e43faa51be0f21,calibration_choice,12.604083167389035,91,0,support_routing,easy,46.0,target,choice,technical,,0.8214,technical,1,0.042927129999999994,0.1967450774596788,0.5223,0.4777391712267582,0.8214,,,,,,,,,,,,,,,,,
case_d55df50740a624fe,calibration_choice,12.575458968058228,94,0,support_routing,easy,47.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_8f7b7c8834ad8e80,calibration_choice,12.583500007167459,92,0,support_routing,easy,48.0,target,choice,billing,,0.7841,billing,1,0.06241026999999999,0.24321871574526077,0.4541,0.5458897431501345,0.7841,,,,,,,,,,,,,,,,,
case_3eabae7e5379727c,calibration_choice,12.557499809190631,91,0,support_routing,easy,49.0,target,choice,technical,,0.672,technical,1,0.14531241999999997,0.3974969384589874,0.2902,0.709820093678057,0.672,,,,,,,,,,,,,,,,,
case_8e451b381a821593,calibration_score,13.55925016105175,97,0,urgency,easy,0.0,target,score,0,,0.4132,2,0,,2.785471348070795,0.1336,0.8663768940190035,0.0617,1.6786,1.6786,,,,,,,,,,,,,,,
case_9fdf8a9bcab72d91,calibration_score,13.29525001347065,102,0,urgency,easy,1.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_a9ed352c5eeb8119,calibration_score,14.095582999289036,106,0,urgency,easy,2.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_6141554303346ffd,calibration_score,13.175457948818803,103,0,urgency,easy,3.0,target,score,2,,0.4901,2,1,,0.7131458270666353,0.2817,0.7184581534005917,0.4901,2.2811,0.2810999999999999,,,,,,,,,,,,,,,
case_ecbbec666a902632,calibration_score,13.238959014415741,104,0,urgency,easy,4.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_18a0257bb8b6adb4,calibration_score,13.156624976545572,103,0,urgency,easy,5.0,target,score,2,,0.4901,2,1,,0.7131458270666353,0.2817,0.7184581534005917,0.4901,2.2811,0.2810999999999999,,,,,,,,,,,,,,,
case_fb89be0c968ce0c5,calibration_score,13.38066696189344,104,0,urgency,easy,6.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_67805c25a3923d50,calibration_score,13.611792121082544,107,0,urgency,easy,7.0,target,score,1,,0.535,2,0,,1.1501161315352253,0.2269,0.7731015275832639,0.3166,1.701,0.7010000000000001,,,,,,,,,,,,,,,
case_a13b6e5b8a38604f,calibration_score,13.186416821554303,107,0,urgency,easy,8.0,target,score,1,,0.535,2,0,,1.1501161315352253,0.2269,0.7731015275832639,0.3166,1.701,0.7010000000000001,,,,,,,,,,,,,,,
case_d7dc311dee96dc3e,calibration_score,13.249375158920884,106,0,urgency,easy,9.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_9d662fe384d1e3bc,calibration_score,13.33241700194776,107,0,urgency,easy,10.0,target,score,1,,0.535,2,0,,1.1501161315352253,0.2269,0.7731015275832639,0.3166,1.701,0.7010000000000001,,,,,,,,,,,,,,,
case_547e82782b6d74ac,calibration_score,13.370665954425931,107,0,urgency,easy,11.0,target,score,1,,0.6395,1,1,,0.44706865796323975,0.2728,0.7272013857621695,0.6395,1.2698,0.26980000000000004,,,,,,,,,,,,,,,
case_ac7eef7f90fdce05,calibration_score,13.284583110362291,102,0,urgency,easy,12.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_6f618da1aa21010c,calibration_score,13.34045804105699,107,0,urgency,easy,13.0,target,score,1,,0.6395,1,1,,0.44706865796323975,0.2728,0.7272013857621695,0.6395,1.2698,0.26980000000000004,,,,,,,,,,,,,,,
case_024b2f57baa6ca20,calibration_score,13.16104200668633,106,0,urgency,easy,14.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_47141b19802e88f3,calibration_score,13.330708025023341,104,0,urgency,easy,15.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_715bdc71c1b3516b,calibration_score,13.810208067297935,104,0,urgency,easy,16.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_c0eef8d72edb6c60,calibration_score,13.645542087033391,106,0,urgency,easy,17.0,target,score,2,,0.5243,3,0,,0.9516588757119464,0.3112,0.6887001641143317,0.3861,2.424,0.42399999999999993,,,,,,,,,,,,,,,
case_4aa82d856f7ef2c9,calibration_score,13.477417174726725,106,0,urgency,easy,18.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_2877b70abc911c66,calibration_score,13.475750107318163,103,0,urgency,easy,19.0,target,score,2,,0.4901,2,1,,0.7131458270666353,0.2817,0.7184581534005917,0.4901,2.2811,0.2810999999999999,,,,,,,,,,,,,,,
case_70c69fe03ee3bc0e,calibration_score,13.310832902789116,104,0,urgency,easy,20.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_9538e0444b238bf9,calibration_score,13.021541992202401,104,0,urgency,easy,21.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_9136616def4f9a3c,calibration_score,13.25512514449656,103,0,urgency,easy,22.0,target,score,2,,0.4901,2,1,,0.7131458270666353,0.2817,0.7184581534005917,0.4901,2.2811,0.2810999999999999,,,,,,,,,,,,,,,
case_2e41a09390aa164e,calibration_score,13.317207805812359,106,0,urgency,easy,23.0,target,score,2,,0.5243,3,0,,0.9516588757119464,0.3112,0.6887001641143317,0.3861,2.424,0.42399999999999993,,,,,,,,,,,,,,,
case_c93b5dd308d2c70e,calibration_score,13.272291049361229,107,0,urgency,easy,24.0,target,score,1,,0.6395,1,1,,0.44706865796323975,0.2728,0.7272013857621695,0.6395,1.2698,0.26980000000000004,,,,,,,,,,,,,,,
case_4c01cbab967fb7cd,calibration_score,13.242083135992289,104,0,urgency,easy,25.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_c7b9d923726f027b,calibration_score,13.197707943618298,102,0,urgency,easy,26.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_da0eff28f960a2fd,calibration_score,13.390333857387304,106,0,urgency,easy,27.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_69693d0908a7583a,calibration_score,13.14449985511601,103,0,urgency,easy,28.0,target,score,2,,0.4901,2,1,,0.7131458270666353,0.2817,0.7184581534005917,0.4901,2.2811,0.2810999999999999,,,,,,,,,,,,,,,
case_211251d4f57e4c86,calibration_score,13.382165925577283,104,0,urgency,easy,29.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_f46a51921f4b0a6b,calibration_score,13.062416110187769,102,0,urgency,easy,30.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_968e81b752edbbb7,calibration_score,13.172917068004608,97,0,urgency,easy,31.0,target,score,0,,0.4132,2,0,,2.785471348070795,0.1336,0.8663768940190035,0.0617,1.6786,1.6786,,,,,,,,,,,,,,,
case_370481fc0ed64b2c,calibration_score,13.393916888162494,106,0,urgency,easy,32.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_d2f5a2c96a42ccdb,calibration_score,13.27566709369421,102,0,urgency,easy,33.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_3c605f975c31c85b,calibration_score,13.35712498985231,107,0,urgency,easy,34.0,target,score,1,,0.535,2,0,,1.1501161315352253,0.2269,0.7731015275832639,0.3166,1.701,0.7010000000000001,,,,,,,,,,,,,,,
case_5c8fe14051b69083,calibration_score,13.300209073349833,106,0,urgency,easy,35.0,target,score,2,,0.5243,3,0,,0.9516588757119464,0.3112,0.6887001641143317,0.3861,2.424,0.42399999999999993,,,,,,,,,,,,,,,
case_ad6d4b32ded6dd31,calibration_score,13.272959040477872,102,0,urgency,easy,36.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_7aaec6902421ae36,calibration_score,13.138042064383626,97,0,urgency,easy,37.0,target,score,0,,0.4132,2,0,,2.785471348070795,0.1336,0.8663768940190035,0.0617,1.6786,1.6786,,,,,,,,,,,,,,,
case_a0a933a2235a488b,calibration_score,13.357667019590735,106,0,urgency,easy,38.0,target,score,2,,0.5243,3,0,,0.9516588757119464,0.3112,0.6887001641143317,0.3861,2.424,0.42399999999999993,,,,,,,,,,,,,,,
case_282d4dea4b054fdd,calibration_score,13.212332967668772,107,0,urgency,easy,39.0,target,score,1,,0.6395,1,1,,0.44706865796323975,0.2728,0.7272013857621695,0.6395,1.2698,0.26980000000000004,,,,,,,,,,,,,,,
case_b48a20ab4688e380,calibration_score,13.280166080221534,104,0,urgency,easy,40.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_c0ea96ba809c6d5c,calibration_score,13.302000006660819,103,0,urgency,easy,41.0,target,score,2,,0.4901,2,1,,0.7131458270666353,0.2817,0.7184581534005917,0.4901,2.2811,0.2810999999999999,,,,,,,,,,,,,,,
case_ab78b972a081a7d8,calibration_score,13.28329206444323,104,0,urgency,easy,42.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_04e162880906c19b,calibration_score,13.437499990686774,106,0,urgency,easy,43.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_f2f1e96166c2ef81,calibration_score,13.30645801499486,106,0,urgency,easy,44.0,target,score,2,,0.5243,3,0,,0.9516588757119464,0.3112,0.6887001641143317,0.3861,2.424,0.42399999999999993,,,,,,,,,,,,,,,
case_7b0441cc370f61b3,calibration_score,13.249375158920884,106,0,urgency,easy,45.0,target,score,3,,0.6738,3,1,,0.3948219480096846,0.4409,0.5590663542145008,0.6738,2.6248,0.3752,,,,,,,,,,,,,,,
case_71ff5683d4f4006e,calibration_score,13.268582988530397,104,0,urgency,easy,46.0,target,score,3,,0.6791,3,1,,0.3869868868623913,0.4064,0.5936859980318054,0.6791,2.6003,0.39970000000000017,,,,,,,,,,,,,,,
case_35b3c5f447b89765,calibration_score,13.349500019103289,107,0,urgency,easy,47.0,target,score,1,,0.535,2,0,,1.1501161315352253,0.2269,0.7731015275832639,0.3166,1.701,0.7010000000000001,,,,,,,,,,,,,,,
case_55c9c24017d46fd4,calibration_score,13.17104185000062,102,0,urgency,easy,48.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_7deddc9fac763e60,calibration_score,13.155999826267362,102,0,urgency,easy,49.0,target,score,0,,0.4046,1,0,,1.0086801811675024,0.125,0.8750440073922159,0.3647,0.9349,0.9349,,,,,,,,,,,,,,,
case_88f4460ba6c6aacf,candidate_order_invariance,13.329332927241921,100,0,,,,target,choice,billing,,0.798,billing,1,0.05480674999999999,0.22564668153232822,0.479,0.5211178722746002,0.798,,,group_f781c1259646526b,0.0,,,,,,,,,,,,,
case_35d7406c09b925b3,candidate_order_invariance,12.996624922379851,100,0,,,,target,choice,billing,,0.7618,billing,1,0.07883086999999998,0.27207122493763336,0.4289,0.5710706708509031,0.7618,,,group_f781c1259646526b,1.0,,,,,,,,,,,,,
case_f7601f2108531b16,candidate_order_invariance,13.692291919142008,100,0,,,,target,choice,billing,,0.7618,billing,1,0.07883086999999998,0.27207122493763336,0.4289,0.5710706708509031,0.7618,,,group_f781c1259646526b,2.0,,,,,,,,,,,,,
case_9178abcee6487960,candidate_order_invariance,13.380249962210655,100,0,,,,target,choice,billing,,0.7905,billing,1,0.05917683000000001,0.23508962233261038,0.467,0.5328403342562301,0.7905,,,group_f781c1259646526b,3.0,,,,,,,,,,,,,
case_cf770931cfa7fd59,candidate_order_invariance,13.257832964882255,100,0,,,,target,choice,billing,,0.7618,billing,1,0.07883086999999998,0.27207122493763336,0.4289,0.5710706708509031,0.7618,,,group_f781c1259646526b,4.0,,,,,,,,,,,,,
case_1ceb3c34314d657d,candidate_order_invariance,13.333915965631604,100,0,,,,target,choice,billing,,0.7637,billing,1,0.07617878999999998,0.26958023708779855,0.4257,0.5743462122173102,0.7637,,,group_f781c1259646526b,5.0,,,,,,,,,,,,,
case_1cf6d4a622ce5e4c,candidate_order_invariance,13.203290989622474,100,0,,,,target,choice,billing,,0.7892,billing,1,0.06085092999999999,0.23673550483367675,0.4691,0.5309723469304175,0.7892,,,group_f781c1259646526b,6.0,,,,,,,,,,,,,
case_4cc553063da0df3c,candidate_order_invariance,13.302915962412953,100,0,,,,target,choice,billing,,0.7928,billing,1,0.05767817000000002,0.2321842959663589,0.4701,0.5298260166008669,0.7928,,,group_f781c1259646526b,7.0,,,,,,,,,,,,,
case_f6e4a4242e10d394,candidate_order_invariance,13.254625024273992,100,0,,,,target,choice,billing,,0.7888,billing,1,0.060174000000000026,0.23724247569371146,0.4642,0.5357858803588091,0.7888,,,group_f781c1259646526b,8.0,,,,,,,,,,,,,
case_07b52d107ed14b14,candidate_order_invariance,13.205874944105744,100,0,,,,target,choice,billing,,0.7853,billing,1,0.06209747,0.2416894686013081,0.4579,0.5420313542235946,0.7853,,,group_f781c1259646526b,9.0,,,,,,,,,,,,,
case_a84222d01fdf64f8,candidate_order_invariance,13.230083975940943,100,0,,,,target,choice,billing,,0.806,billing,1,0.05057768999999998,0.2156715364755087,0.4934,0.5066806279470265,0.806,,,group_f781c1259646526b,10.0,,,,,,,,,,,,,
case_1a1767a456cb4262,candidate_order_invariance,13.269792078062892,100,0,,,,target,choice,billing,,0.7888,billing,1,0.060174000000000026,0.23724247569371146,0.4642,0.5357858803588091,0.7888,,,group_f781c1259646526b,11.0,,,,,,,,,,,,,
case_86aa3c70717aec32,candidate_order_invariance,13.267874950543046,100,0,,,,target,choice,billing,,0.7794,billing,1,0.06673191,0.24923088607752822,0.453,0.547050329675911,0.7794,,,group_f781c1259646526b,12.0,,,,,,,,,,,,,
case_aa18c667ff059ecb,candidate_order_invariance,13.18345800973475,100,0,,,,target,choice,billing,,0.7888,billing,1,0.060174000000000026,0.23724247569371146,0.4642,0.5357858803588091,0.7888,,,group_f781c1259646526b,13.0,,,,,,,,,,,,,
case_f44e24f5b05c1476,candidate_order_invariance,12.912999838590622,100,0,,,,target,choice,billing,,0.8006,billing,1,0.053281760000000004,0.22239383242366384,0.4829,0.5169709764397395,0.8006,,,group_f781c1259646526b,14.0,,,,,,,,,,,,,
case_ebc38738bde533d3,candidate_order_invariance,13.042249949648976,100,0,,,,target,choice,billing,,0.7904,billing,1,0.05904736000000001,0.235216132548479,0.4659,0.5340957362064623,0.7904,,,group_f781c1259646526b,15.0,,,,,,,,,,,,,
case_b1356a2f86439478,label_key_invariance,13.794458005577326,122,0,,,,target,choice,k148230,,0.5889,k148230,1,0.22740652,0.529498889031612,0.1909,0.8090780988083184,0.5889,,,opaque_support_keys,0.0,billing,,,,,,,,,,,,
case_d61272595054be28,label_key_invariance,13.537582941353321,121,0,,,,target,choice,k399423,,0.6215,k399423,1,0.19155577999999995,0.47561936803137117,0.223,0.7769233211363784,0.6215,,,opaque_support_keys,1.0,billing,,,,,,,,,,,,
case_3d8a81bde9db97ed,label_key_invariance,13.407750055193901,120,0,,,,target,choice,k874993,,0.6199,k874993,1,0.19334178999999999,0.4781971042742633,0.2218,0.7781358577376287,0.6199,,,opaque_support_keys,2.0,billing,,,,,,,,,,,,
case_192066808b353ed4,label_key_invariance,13.456791872158647,121,0,,,,target,choice,k269284,,0.5776,k269284,1,0.2390675,0.5488736914035206,0.1769,0.8231037435024625,0.5776,,,opaque_support_keys,3.0,billing,,,,,,,,,,,,
case_6054fc010b7d4c84,label_key_invariance,13.243249850347638,121,0,,,,target,choice,k786874,,0.5896,k786874,1,0.22671686,0.5283109381070101,0.1918,0.8081364193315839,0.5896,,,opaque_support_keys,4.0,billing,,,,,,,,,,,,
case_4fb8ddebb51b863b,label_key_invariance,13.426999794319272,118,0,,,,target,choice,k169858,,0.6078,k169858,1,0.20660295999999997,0.4979093984994443,0.2101,0.7898527086804806,0.6078,,,opaque_support_keys,5.0,billing,,,,,,,,,,,,
case_800ea3225343c1a4,label_key_invariance,13.403124874457717,119,0,,,,target,choice,k134271,,0.6206,k134271,1,0.19305486999999996,0.4770685269678572,0.2236,0.7764754389201814,0.6206,,,opaque_support_keys,6.0,billing,,,,,,,,,,,,
case_791e9f3b217073e6,label_key_invariance,13.409290928393602,120,0,,,,target,choice,k650796,,0.5665,k650796,1,0.25146518,0.568278198514076,0.1651,0.8349454896248275,0.5665,,,opaque_support_keys,7.0,billing,,,,,,,,,,,,
case_f1af7913f146d85b,label_key_invariance,13.397416099905968,121,0,,,,target,choice,k936306,,0.5786,k936306,1,0.23892526,0.5471438864401024,0.1803,0.819669210827228,0.5786,,,opaque_support_keys,8.0,billing,,,,,,,,,,,,
case_cd6d17d481906a6a,label_key_invariance,13.290375005453825,122,0,,,,target,choice,k451158,,0.6041,k451158,1,0.21057975000000004,0.5040155318374415,0.2061,0.7939141723028702,0.6041,,,opaque_support_keys,9.0,billing,,,,,,,,,,,,
case_73af75bf529d1784,label_key_invariance,13.55741685256362,121,0,,,,target,choice,k789579,,0.5499,k789579,1,0.27225145999999995,0.598018835468368,0.1518,0.8481247966904928,0.5499,,,opaque_support_keys,10.0,billing,,,,,,,,,,,,
case_75117ac105c5fcaf,label_key_invariance,13.571291929110885,122,0,,,,target,choice,k869346,,0.5834,k869346,1,0.23276942999999997,0.538882221548516,0.1835,0.8164905816107345,0.5834,,,opaque_support_keys,11.0,billing,,,,,,,,,,,,
case_07e4ba3fa117e2d0,label_key_invariance,13.460417045280337,121,0,,,,target,choice,k955901,,0.6197,k955901,1,0.19371158,0.4785197890140752,0.2219,0.7780887829189376,0.6197,,,opaque_support_keys,12.0,billing,,,,,,,,,,,,
case_d8a66c87f2ab1e89,label_key_invariance,13.50670913234353,121,0,,,,target,choice,k368710,,0.6007,k368710,1,0.21372014,0.5096596371260212,0.2013,0.7987154737906742,0.6007,,,opaque_support_keys,13.0,billing,,,,,,,,,,,,
case_c31ef5dc1ddaddd6,label_key_invariance,13.414167100563645,120,0,,,,target,choice,k880152,,0.6269,k880152,1,0.18660065999999997,0.4669682407022142,0.2306,0.7693522299422704,0.6269,,,opaque_support_keys,14.0,billing,,,,,,,,,,,,
case_f3c7b65cdc53e8a8,label_key_invariance,13.404165860265493,121,0,,,,target,choice,k285914,,0.6196,k285914,1,0.19386314,0.47868117043942343,0.222,0.7780452357015585,0.6196,,,opaque_support_keys,15.0,billing,,,,,,,,,,,,
case_606bcb25bad80296,irrelevant_context_robustness,13.234874932095408,102,0,,,,target,choice,billing,,0.796,billing,1,0.05599213999999999,0.22815609313775398,0.476,0.5240169606227986,0.796,,,support_noise,,,0.0,,,,,,,,,,,
case_67aef1351eb8517f,irrelevant_context_robustness,13.219667132943869,117,0,,,,target,choice,billing,,0.7757,billing,1,0.06740379000000002,0.2539894314853112,0.4397,0.5603765628397911,0.7757,,,support_noise,,,1.0,,,,,,,,,,,
case_28dc12851368519b,irrelevant_context_robustness,13.347417116165161,126,0,,,,target,choice,billing,,0.4884,billing,1,0.3852732300000001,0.7166205367455875,0.1678,0.832118015154372,0.4884,,,support_noise,,,2.0,,,,,,,,,,,
case_672bb4e33419d0b5,irrelevant_context_robustness,17.00916700065136,142,0,,,,target,choice,billing,,0.5028,billing,1,0.35714873999999996,0.6875628022660446,0.1642,0.8358567852843538,0.5028,,,support_noise,,,4.0,,,,,,,,,,,
case_8e945abdd40a4b4f,irrelevant_context_robustness,18.24679202400148,174,0,,,,target,choice,billing,,0.4574,billing,1,0.43860870999999996,0.7821969973934564,0.1587,0.8413993835176724,0.4574,,,support_noise,,,8.0,,,,,,,,,,,
case_2d32df047ebfbde1,irrelevant_context_robustness,23.213000036776066,237,0,,,,target,choice,billing,,0.6801,billing,1,0.13757450999999998,0.385515432800544,0.2981,0.7019845990770146,0.6801,,,support_noise,,,16.0,,,,,,,,,,,
case_24759f95d22f2df5,evidence_removal,14.020540984347463,128,0,,,,target,choice,billing,,0.7577,billing,1,0.07555485999999999,0.2774677500448093,0.4572,0.5428032567676574,0.7577,,,evidence_ladder,,,,0.0,,,,,,,,,,
case_98f68bf835b8d1c2,evidence_removal,13.542291009798646,118,0,,,,target,choice,billing,,0.6583,billing,1,0.14922378,0.41809452450830603,0.3178,0.6821121209065724,0.6583,,,evidence_ladder,,,,1.0,,,,,,,,,,
case_32a5abcef5bf54c7,evidence_removal,13.457667082548141,120,0,,,,target,choice,billing,,0.4942,billing,1,0.33584255,0.7048149854276274,0.1754,0.8244675158821355,0.4942,,,evidence_ladder,,,,2.0,,,,,,,,,,
case_a96d1c996cf1debb,evidence_removal,13.307667104527354,121,0,,,,target,choice,insufficient,,0.4886,shipping,0,0.7616052600000001,1.2395999819690873,0.2071,0.792876897362352,0.2895,,,evidence_ladder,,,,3.0,,,,,,,,,,
case_bc1c8e4f487f893d,contradiction_sensitivity,13.512958073988557,114,0,,,,target,choice,technical,,0.678,billing,0,1.05818984,1.4731602941415527,0.3613,0.638634897699814,0.2292,,,contradiction_flip,,,,,technical_verified,,,,,,,,,
case_3d2090b53c497840,contradiction_sensitivity,13.434041058644652,119,0,,,,target,choice,billing,,0.6965,billing,1,0.12801908,0.36168748576227666,0.3346,0.6654956958583997,0.6965,,,contradiction_flip,,,,,billing_verified,,,,,,,,,
