case_id,experiment,latency_ms,input_tokens,output_tokens,meta_family,meta_target_probability,meta_probability_bin,meta_index,question_id,type,label,p_true,confidence_top,target_probability,prob_error,prob_abs_error,prob_sq_error,target_kl,meta_prior,meta_tpr,meta_fpr,meta_signal_positive,meta_hidden_label,pred,correct,brier,nll,meta_a_positive,meta_b_positive,meta_conflicting,meta_group,meta_variant,meta_observed_signal,meta_target_entropy,reported_confidence,entropy_norm,p_label,target_distribution_json,pred_distribution_json,distribution_tv,distribution_jsd,soft_brier,meta_repetition
case_44d13babf1f63fc9,prob_bayes_single_signal,207.1209999267012,196,0,fraud,0.4468085106382979,,916.0,target,noul,0,0.7772998611746911,0.7772998611746911,0.4468085106382979,0.33049135053639317,0.33049135053639317,0.10922453277936911,0.25594065369383345,0.35,0.6,0.4,True,0,1,0.0,0.604195074182194,1.5019290813453725,,,,,,,,,,,,,,,,
case_f66df5662af1d6c6,prob_bayes_single_signal,204.14854097180068,193,0,quality,0.6,,917.0,target,noul,0,0.6513548646660542,0.6513548646660542,0.6,0.05135486466605421,0.05135486466605421,0.0026373221248687435,0.005689011267262192,0.5,0.6,0.4,True,0,1,0.0,0.42426315972413375,1.0537006782765186,,,,,,,,,,,,,,,,
case_b96dd6c08f964784,prob_bayes_single_signal,204.50016716495156,193,0,network_incident,0.5531914893617021,,918.0,target,noul,1,0.34864513533394575,0.6513548646660543,0.5531914893617021,-0.2045463540277564,0.2045463540277564,0.041839210946048255,0.08696756977391568,0.65,0.6,0.4,False,1,0,0.0,0.4242631597241339,1.0537006782765186,,,,,,,,,,,,,,,,
case_3f21535bbd04acb7,prob_bayes_single_signal,162.30183304287493,173,0,abstract,0.7272727272727273,,919.0,target,noul,1,0.37754066879814546,0.6224593312018545,0.7272727272727273,-0.34973205847458183,0.34973205847458183,0.12231251272486833,0.25176072951291945,0.8,0.6,0.4,False,1,0,0.0,0.38745561900026,0.9740769841801066,,,,,,,,,,,,,,,,
case_ced4c3e5ae223d2d,prob_bayes_single_signal,204.56291711889207,223,0,machine_fault,0.05405405405405405,,920.0,target,noul,0,0.6224593312018546,0.6224593312018546,0.05405405405405405,0.5684052771478005,0.5684052771478005,0.3230845590894679,0.7367665448669464,0.02,0.7,0.25,True,0,1,0.0,0.3874556190002601,0.9740769841801068,,,,,,,,,,,,,,,,
case_817faa38387b2f31,prob_bayes_single_signal,205.20108402706683,195,0,fraud,0.020618556701030934,,921.0,target,noul,0,0.32082130082460697,0.679178699175393,0.020618556701030934,0.30020274412357606,0.30020274412357606,0.09012168757932527,0.3018981622833858,0.05,0.7,0.25,False,0,0,1.0,0.10292630706279296,0.38687100611489994,,,,,,,,,,,,,,,,
case_d31f1327aad54df3,prob_bayes_single_signal,207.03641697764397,193,0,quality,0.23728813559322032,,922.0,target,noul,0,0.7057850278370112,0.7057850278370112,0.23728813559322032,0.46849689224379093,0.46849689224379093,0.21948933804209025,0.46788365666337023,0.1,0.7,0.25,True,0,1,0.0,0.49813250551889077,1.2234445810050558,,,,,,,,,,,,,,,,
case_0da135a1c8ed4a60,prob_bayes_single_signal,208.11812509782612,193,0,network_incident,0.09090909090909091,,923.0,target,noul,0,0.2689414213699951,0.7310585786300049,0.09090909090909091,0.1780323304609042,0.1780323304609042,0.031695510689340595,0.09953468107807553,0.2,0.7,0.25,False,0,0,1.0,0.07232948812851325,0.3132616875182228,,,,,,,,,,,,,,,,
case_487adaa5a1991000,prob_bayes_single_signal,164.79641711339355,173,0,abstract,0.17721518987341772,,924.0,target,noul,0,0.32082130082460697,0.679178699175393,0.17721518987341772,0.14360611095118925,0.14360611095118925,0.020622715102525276,0.05263802906344846,0.35,0.7,0.25,False,0,0,1.0,0.10292630706279296,0.38687100611489994,,,,,,,,,,,,,,,,
case_04c17d46b49af2f8,prob_bayes_single_signal,208.23929109610617,224,0,machine_fault,0.28571428571428575,,925.0,target,noul,0,0.22270013882530884,0.7772998611746912,0.28571428571428575,-0.06301414688897691,0.06301414688897691,0.003970782708145559,0.010802349902972776,0.5,0.7,0.25,False,0,0,1.0,0.04959535183281183,0.25192908134537284,,,,,,,,,,,,,,,,
case_0e0a66adfd9e2974,prob_bayes_single_signal,205.23866708390415,196,0,fraud,0.8387096774193548,,926.0,target,noul,0,0.8519528019683106,0.8519528019683106,0.8387096774193548,0.01324312454895582,0.01324312454895582,0.0001753803478191563,0.0006788669442001523,0.65,0.7,0.25,True,0,1,0.0,0.7258235767816554,1.9102241504380875,,,,,,,,,,,,,,,,
case_34c14083a0a0bfcd,prob_bayes_single_signal,206.9554168265313,193,0,quality,0.918032786885246,,927.0,target,noul,1,0.7549149868676283,0.7549149868676283,0.918032786885246,-0.16311780001761778,0.16311780001761778,0.026607416682587547,0.08981535803137851,0.8,0.7,0.25,True,1,1,1.0,0.06006666366209483,0.2811501362483148,,,,,,,,,,,,,,,,
case_7f4702166b862de0,prob_bayes_single_signal,162.3432079795748,192,0,network_incident,0.005076142131979694,,928.0,target,noul,0,0.24508501313237172,0.7549149868676283,0.005076142131979694,0.24000887100039203,0.24000887100039203,0.05760425815888282,0.25497926644018093,0.02,0.8,0.2,False,0,0,1.0,0.060066663662094816,0.2811501362483148,,,,,,,,,,,,,,,,
case_616b1f13910158ad,prob_bayes_single_signal,161.7795000784099,172,0,abstract,0.012987012987012984,,929.0,target,noul,0,0.22270013882530884,0.7772998611746912,0.012987012987012984,0.20971312583829585,0.20971312583829585,0.043979595148868914,0.19884747587819757,0.05,0.8,0.2,False,0,0,1.0,0.04959535183281183,0.25192908134537284,,,,,,,,,,,,,,,,
case_e8477aa588877f3f,prob_bayes_single_signal,204.85995803028345,224,0,machine_fault,0.027027027027027018,,930.0,target,noul,0,0.22270013882530884,0.7772998611746912,0.027027027027027018,0.1956731117982818,0.1956731117982818,0.03828796668082289,0.1614620277395258,0.1,0.8,0.2,False,0,0,1.0,0.04959535183281183,0.25192908134537284,,,,,,,,,,,,,,,,
case_9f32d69b9e4e6c6c,prob_bayes_single_signal,206.76866709254682,196,0,fraud,0.058823529411764684,,931.0,target,noul,0,0.32082130082460697,0.679178699175393,0.058823529411764684,0.2619977714128423,0.2619977714128423,0.06864283222529596,0.2072705771078897,0.2,0.8,0.2,False,0,0,1.0,0.10292630706279296,0.38687100611489994,,,,,,,,,,,,,,,,
case_e105e92836bdd003,prob_bayes_single_signal,206.98512508533895,193,0,quality,0.11864406779661014,,932.0,target,noul,0,0.4378234991142019,0.5621765008857982,0.11864406779661014,0.31917943131759174,0.31917943131759174,0.10187550937622127,0.24138577952602938,0.35,0.8,0.2,False,0,0,1.0,0.19168941637660353,0.5759394198788435,,,,,,,,,,,,,,,,
case_19307493d3d6c702,prob_bayes_single_signal,207.06975017674267,193,0,network_incident,0.19999999999999996,,933.0,target,noul,0,0.32082130082460697,0.679178699175393,0.19999999999999996,0.12082130082460701,0.12082130082460701,0.014597786732950183,0.03646858257671215,0.5,0.8,0.2,False,0,0,1.0,0.10292630706279296,0.38687100611489994,,,,,,,,,,,,,,,,
case_a08543bc41e46d42,prob_bayes_single_signal,164.64874986559153,173,0,abstract,0.8813559322033899,,934.0,target,noul,1,0.8807970779778823,0.8807970779778823,0.8813559322033899,-0.0005588542255076101,0.0005588542255076101,3.1231804536771075e-07,1.4893342262094515e-06,0.65,0.8,0.2,True,1,1,1.0,0.01420933661861107,0.12692801104297263,,,,,,,,,,,,,,,,
case_517281f3cd0974de,prob_bayes_single_signal,205.89404203929007,224,0,machine_fault,0.9411764705882353,,935.0,target,noul,1,0.679178699175393,0.679178699175393,0.9411764705882353,-0.2619977714128423,0.2619977714128423,0.06864283222529596,0.20727057710788965,0.8,0.8,0.2,True,1,1,1.0,0.102926307062793,0.38687100611489994,,,,,,,,,,,,,,,,
case_d467d0d097b755a2,prob_bayes_single_signal,204.83612501993775,195,0,fraud,0.0022624434389140265,,936.0,target,noul,0,0.29421497216298875,0.7057850278370112,0.0022624434389140265,0.29195252872407473,0.29195252872407473,0.08523627902838168,0.33438309275554556,0.02,0.9,0.1,False,0,0,1.0,0.08656244984486824,0.3484445810050557,,,,,,,,,,,,,,,,
case_ae21d806abc111ff,prob_bayes_single_signal,162.35416615381837,192,0,quality,0.005813953488372092,,937.0,target,noul,0,0.46879062662624377,0.5312093733737562,0.005813953488372092,0.46297667313787166,0.46297667313787166,0.21434739986981166,0.5976014664220582,0.05,0.9,0.1,False,0,0,1.0,0.2197646516126263,0.6325990353171692,,,,,,,,,,,,,,,,
case_28b5343e9322a8f3,prob_bayes_single_signal,204.27504205144942,193,0,network_incident,0.01219512195121951,,938.0,target,noul,0,0.24508501313237172,0.7549149868676283,0.01219512195121951,0.23288989118115222,0.23288989118115222,0.05423770141436892,0.2290087125019586,0.1,0.9,0.1,False,0,0,1.0,0.060066663662094816,0.2811501362483148,,,,,,,,,,,,,,,,
case_f4e7aa206d0cba03,prob_bayes_single_signal,166.60262504592538,173,0,abstract,0.6923076923076924,,939.0,target,noul,0,0.7981867777396212,0.7981867777396212,0.6923076923076924,0.10587908543192881,0.10587908543192881,0.011210380731901679,0.031247804948229388,0.2,0.9,0.1,True,0,1,0.0,0.6371021321583594,1.6004126516016481,,,,,,,,,,,,,,,,
case_f0f38fa6b74e606e,prob_bayes_single_signal,205.8428330346942,224,0,machine_fault,0.8289473684210527,,940.0,target,noul,1,0.7549149868676283,0.7549149868676283,0.8289473684210527,-0.0740323815534244,0.0740323815534244,0.005480793518471813,0.01603297240496443,0.35,0.9,0.1,True,1,1,1.0,0.06006666366209483,0.2811501362483148,,,,,,,,,,,,,,,,
case_20892fa4854f4f2d,prob_bayes_single_signal,204.7173329629004,196,0,fraud,0.9,,941.0,target,noul,1,0.8933094060543487,0.8933094060543487,0.9,-0.006690593945651302,0.006690593945651302,4.476404734558585e-05,0.00023930538012111556,0.5,0.9,0.1,True,1,1,1.0,0.011382882836475842,0.11282227877156936,,,,,,,,,,,,,,,,
case_c1f148cb4d46e0aa,prob_bayes_single_signal,204.00037500075996,193,0,quality,0.9435483870967741,,942.0,target,noul,1,0.8175744761936437,0.8175744761936437,0.9435483870967741,-0.12597391090313048,0.12597391090313048,0.015869426228229858,0.06900043346420463,0.65,0.9,0.1,True,1,1,1.0,0.033279071736023486,0.2014132779827524,,,,,,,,,,,,,,,,
case_00eb9f85698221ae,prob_bayes_single_signal,203.233459033072,193,0,network_incident,0.9729729729729729,,943.0,target,noul,1,0.9241418199787566,0.9241418199787566,0.9729729729729729,-0.048831152994216365,0.048831152994216365,0.002384481502744566,0.022206464470486145,0.8,0.9,0.1,True,1,1,1.0,0.005754463476135379,0.07888973429254952,,,,,,,,,,,,,,,,
case_76a0a50b5f38ddce,prob_bayes_single_signal,161.8647500872612,171,0,abstract,0.001072961373390559,,944.0,target,noul,0,0.13296424019782924,0.8670357598021707,0.001072961373390559,0.13189127882443868,0.13189127882443868,0.017395309429945827,0.13627828062918357,0.02,0.95,0.05,False,0,0,1.0,0.017679489171386027,0.14267505760560154,,,,,,,,,,,,,,,,
case_349c7ec7b5a9d238,prob_bayes_single_signal,206.57462486997247,222,0,machine_fault,0.002762430939226522,,945.0,target,noul,0,0.24508501313237172,0.7549149868676283,0.002762430939226522,0.2423225821931452,0.2423225821931452,0.05872023384075361,0.26522399889262666,0.05,0.95,0.05,False,0,0,1.0,0.060066663662094816,0.2811501362483148,,,,,,,,,,,,,,,,
case_0e2f28fe4693eb11,prob_bayes_single_signal,204.39612516202033,195,0,fraud,0.005813953488372098,,946.0,target,noul,0,0.32082130082460697,0.679178699175393,0.005813953488372098,0.31500734733623487,0.31500734733623487,0.09922962887581131,0.3555071581500216,0.1,0.95,0.05,False,0,0,1.0,0.10292630706279296,0.38687100611489994,,,,,,,,,,,,,,,,
case_b5d9d269f999b1c4,prob_bayes_single_signal,161.15008294582367,192,0,quality,0.012987012987012998,,947.0,target,noul,0,0.4073334000459302,0.5926665999540698,0.012987012987012998,0.3943463870589172,0.3943463870589172,0.15550907298642136,0.4586780223090284,0.2,0.95,0.05,False,0,0,1.0,0.16592049879297782,0.52312326413984,,,,,,,,,,,,,,,,
case_19a48a7af9d43592,prob_bayes_single_signal,161.58733400516212,192,0,network_incident,0.02755905511811026,,948.0,target,noul,0,0.2689414213699951,0.7310585786300049,0.02755905511811026,0.24138236625188483,0.24138236625188483,0.05826544673735907,0.21466872046227498,0.35,0.95,0.05,False,0,0,1.0,0.07232948812851325,0.3132616875182228,,,,,,,,,,,,,,,,
case_aa45159d6cb6c82f,prob_bayes_single_signal,162.5469580758363,172,0,abstract,0.050000000000000044,,949.0,target,noul,0,0.18242552380635632,0.8175744761936437,0.050000000000000044,0.13242552380635628,0.13242552380635628,0.017536519355387834,0.07789803463687975,0.5,0.95,0.05,False,0,0,1.0,0.03327907173602348,0.2014132779827524,,,,,,,,,,,,,,,,
case_50c79f52d3ce5ea2,prob_bayes_single_signal,211.30683296360075,223,0,machine_fault,0.08904109589041104,,950.0,target,noul,0,0.24508501313237172,0.7549149868676283,0.08904109589041104,0.15604391724196068,0.15604391724196068,0.024349704108215874,0.0810077316666442,0.65,0.95,0.05,False,0,0,1.0,0.060066663662094816,0.2811501362483148,,,,,,,,,,,,,,,,
case_9ce65d89c9dae8c6,prob_bayes_single_signal,212.9393748473376,195,0,fraud,0.987012987012987,,951.0,target,noul,1,0.9149009549929797,0.9149009549929797,0.987012987012987,-0.07211203202000727,0.07211203202000727,0.005200145162054554,0.050468249618152994,0.8,0.95,0.05,True,1,1,1.0,0.007241847461106859,0.08893946547493875,,,,,,,,,,,,,,,,
case_f973266e1a791cba,prob_bayes_single_signal,167.48416586779058,192,0,quality,0.00022670596236681043,,952.0,target,noul,0,0.46879062662624377,0.5312093733737562,0.00022670596236681043,0.468563920663877,0.468563920663877,0.219552147747904,0.6304982093505954,0.02,0.99,0.1,False,0,0,1.0,0.2197646516126263,0.6325990353171692,,,,,,,,,,,,,,,,
case_4a26956e60df604a,prob_bayes_single_signal,165.3277080040425,192,0,network_incident,0.0005844535359438931,,953.0,target,noul,0,0.24508501313237172,0.7549149868676283,0.0005844535359438931,0.24450055959642783,0.24450055959642783,0.059780523642966356,0.2768722046351198,0.05,0.99,0.1,False,0,0,1.0,0.060066663662094816,0.2811501362483148,,,,,,,,,,,,,,,,
case_352be4a996fd508d,prob_bayes_single_signal,167.8154170513153,173,0,abstract,0.5238095238095238,,954.0,target,noul,0,0.7981867777396212,0.7981867777396212,0.5238095238095238,0.2743772539300974,0.2743772539300974,0.07528287747422113,0.188161591531679,0.1,0.99,0.1,True,0,1,0.0,0.6371021321583594,1.6004126516016481,,,,,,,,,,,,,,,,
case_baaa5f23c3ebc0fe,prob_bayes_single_signal,212.68224995583296,224,0,machine_fault,0.002770083102493077,,955.0,target,noul,0,0.22270013882530884,0.7772998611746912,0.002770083102493077,0.21993005572281576,0.21993005572281576,0.04836922941024085,0.23631276102372756,0.2,0.99,0.1,False,0,0,1.0,0.04959535183281183,0.25192908134537284,,,,,,,,,,,,,,,,
case_c179757d654498c7,prob_bayes_single_signal,211.76291699521244,196,0,fraud,0.8420413122721749,,956.0,target,noul,1,0.8807970779778823,0.8807970779778823,0.8420413122721749,0.03875576570570738,0.03875576570570738,0.0015020093754356842,0.0065760242150261425,0.35,0.99,0.1,True,1,1,1.0,0.01420933661861107,0.12692801104297263,,,,,,,,,,,,,,,,
case_c3a7384ce38fcecf,prob_bayes_single_signal,205.8286250103265,193,0,quality,0.010989010989010999,,957.0,target,noul,0,0.4073334000459302,0.5926665999540698,0.010989010989010999,0.3963443890569192,0.3963443890569192,0.15708887473690253,0.46674584915841694,0.5,0.99,0.1,False,0,0,1.0,0.16592049879297782,0.52312326413984,,,,,,,,,,,,,,,,
case_98b763e1c3eb807b,prob_bayes_single_signal,204.84170806594193,193,0,network_incident,0.948415622697126,,958.0,target,noul,1,0.9149009549929797,0.9149009549929797,0.948415622697126,-0.03351466770414624,0.03351466770414624,0.001123232951319343,0.008298179346532469,0.65,0.99,0.1,True,1,1,1.0,0.007241847461106859,0.08893946547493875,,,,,,,,,,,,,,,,
case_2a9402e3cfd3ee61,prob_bayes_single_signal,163.43545890413225,173,0,abstract,0.9753694581280788,,959.0,target,noul,1,0.8933094060543487,0.8933094060543487,0.9753694581280788,-0.08206005207373013,0.08206005207373013,0.0067338521463433006,0.0496116772651933,0.8,0.99,0.1,True,1,1,1.0,0.011382882836475842,0.11282227877156936,,,,,,,,,,,,,,,,
case_4089fdd5ecb860d4,prob_bayes_single_signal,206.08333288691938,223,0,machine_fault,0.0297029702970297,,960.0,target,noul,0,0.5312093733737563,0.5312093733737563,0.0297029702970297,0.5015064030767266,0.5015064030767266,0.2515086723269561,0.6201780212058142,0.02,0.6,0.4,True,0,1,0.0,0.28218339836013884,0.7575990353171691,,,,,,,,,,,,,,,,
case_50f114796df4a44f,prob_bayes_single_signal,204.9597909208387,195,0,fraud,0.03389830508474577,,961.0,target,noul,0,0.29421497216298875,0.7057850278370112,0.03389830508474577,0.26031666707824297,0.26031666707824297,0.06776476715872479,0.2300633511279675,0.05,0.6,0.4,False,0,0,1.0,0.08656244984486824,0.3484445810050557,,,,,,,,,,,,,,,,
case_32da5d34de60a98d,prob_bayes_single_signal,204.98283300548792,193,0,quality,0.14285714285714285,,962.0,target,noul,1,0.6513548646660542,0.6513548646660542,0.14285714285714285,0.5084977218089113,0.5084977218089113,0.25856993308485293,0.5542986457023954,0.1,0.6,0.4,True,1,1,1.0,0.12155343039202539,0.4287006782765187,,,,,,,,,,,,,,,,
case_764ed4a73a443398,prob_bayes_single_signal,205.19641693681479,193,0,network_incident,0.14285714285714288,,963.0,target,noul,0,0.29421497216298875,0.7057850278370112,0.14285714285714288,0.15135782930584588,0.15135782930584588,0.02290919249217758,0.06332826271664663,0.2,0.6,0.4,False,0,0,1.0,0.08656244984486824,0.3484445810050557,,,,,,,,,,,,,,,,
case_88150a199efa0449,prob_bayes_single_signal,162.85775019787252,173,0,abstract,0.4468085106382979,,964.0,target,noul,0,0.7549149868676283,0.7549149868676283,0.4468085106382979,0.30810647622933035,0.30810647622933035,0.09492960069445491,0.21601277242656272,0.35,0.6,0.4,True,0,1,0.0,0.5698966373973513,1.4061501362483146,,,,,,,,,,,,,,,,
case_adc032ec9f22a793,prob_bayes_single_signal,205.40020801126957,224,0,machine_fault,0.4,,965.0,target,noul,0,0.22270013882530884,0.7772998611746912,0.4,-0.17729986117469118,0.17729986117469118,0.031435240772564765,0.07891741433611651,0.5,0.6,0.4,False,0,0,1.0,0.04959535183281183,0.25192908134537284,,,,,,,,,,,,,,,,
case_d2c83ff70479ce3a,prob_bayes_single_signal,205.25066694244742,196,0,fraud,0.5531914893617021,,966.0,target,noul,1,0.34864513533394575,0.6513548646660543,0.5531914893617021,-0.2045463540277564,0.2045463540277564,0.041839210946048255,0.08696756977391568,0.65,0.6,0.4,False,1,0,0.0,0.4242631597241339,1.0537006782765186,,,,,,,,,,,,,,,,
case_e401b8eefef4d9ef,prob_bayes_single_signal,204.85183293931186,193,0,quality,0.8571428571428572,,967.0,target,noul,1,0.6224593312018546,0.6224593312018546,0.8571428571428572,-0.2346835259410026,0.2346835259410026,0.05507635734810125,0.13538923732026917,0.8,0.6,0.4,True,1,1,1.0,0.1425369565965509,0.47407698418010663,,,,,,,,,,,,,,,,
case_1bc03b72abe0e3e3,prob_bayes_single_signal,161.3497908692807,192,0,network_incident,0.05405405405405405,,968.0,target,noul,0,0.7310585786300049,0.7310585786300049,0.05405405405405405,0.6770045245759508,0.6770045245759508,0.45833512629630924,1.0489242211780354,0.02,0.7,0.25,True,0,1,0.0,0.534446645388523,1.3132616875182228,,,,,,,,,,,,,,,,
case_4a701e2c25a00fa8,prob_bayes_single_signal,161.73149994574487,172,0,abstract,0.12844036697247707,,969.0,target,noul,0,0.7310585786300049,0.7310585786300049,0.12844036697247707,0.6026182116575278,0.6026182116575278,0.363148709021317,0.8014102026896754,0.05,0.7,0.25,True,0,1,0.0,0.534446645388523,1.3132616875182228,,,,,,,,,,,,,,,,
case_d44d7df84b5bf83d,prob_bayes_single_signal,204.5569170732051,224,0,machine_fault,0.23728813559322032,,970.0,target,noul,0,0.6224593312018546,0.6224593312018546,0.23728813559322032,0.3851711956086343,0.3851711956086343,0.14835684992658482,0.307499110685879,0.1,0.7,0.25,True,0,1,0.0,0.3874556190002601,0.9740769841801068,,,,,,,,,,,,,,,,
case_fdea7d0a52cb2d92,prob_bayes_single_signal,204.36816685833037,196,0,fraud,0.4117647058823529,,971.0,target,noul,1,0.8519528019683106,0.8519528019683106,0.4117647058823529,0.44018809608595766,0.44018809608595766,0.1937655599357803,0.5121415106952626,0.2,0.7,0.25,True,1,1,1.0,0.021917972845034262,0.16022415043808716,,,,,,,,,,,,,,,,
case_279aaea73324ac1c,prob_bayes_single_signal,204.06295801512897,193,0,quality,0.17721518987341772,,972.0,target,noul,1,0.4073334000459302,0.5926665999540698,0.17721518987341772,0.2301182101725125,0.2301182101725125,0.05295439065300063,0.12243459088585676,0.35,0.7,0.25,False,1,0,0.0,0.3512536987011174,0.8981232641398401,,,,,,,,,,,,,,,,
case_1c4ebc55f9f085df,prob_bayes_single_signal,204.44333413615823,193,0,network_incident,0.7368421052631579,,973.0,target,noul,1,0.8354835371034369,0.8354835371034369,0.7368421052631579,0.09864143184027907,0.09864143184027907,0.00973013207550042,0.031042086576277772,0.5,0.7,0.25,True,1,1,1.0,0.027065666563996216,0.17974463538565894,,,,,,,,,,,,,,,,
case_1e0423585fdb2bdf,prob_bayes_single_signal,161.77750006318092,173,0,abstract,0.4262295081967214,,974.0,target,noul,1,0.34864513533394575,0.6513548646660543,0.4262295081967214,-0.07758437286277564,0.07758437286277564,0.006019334912510197,0.012870947557109255,0.65,0.7,0.25,False,1,0,0.0,0.4242631597241339,1.0537006782765186,,,,,,,,,,,,,,,,
case_68a9194c3da5312e,prob_bayes_single_signal,204.81537492014468,224,0,machine_fault,0.918032786885246,,975.0,target,noul,1,0.679178699175393,0.679178699175393,0.918032786885246,-0.23885408770985306,0.23885408770985306,0.05705127521570618,0.16479852297993092,0.8,0.7,0.25,True,1,1,1.0,0.102926307062793,0.38687100611489994,,,,,,,,,,,,,,,,
case_f975feecf5b448d7,prob_bayes_single_signal,204.43520904518664,195,0,fraud,0.005076142131979694,,976.0,target,noul,0,0.32082130082460697,0.679178699175393,0.005076142131979694,0.31574515869262726,0.31574515869262726,0.09969500523783237,0.3587965830072738,0.02,0.8,0.2,False,0,0,1.0,0.10292630706279296,0.38687100611489994,,,,,,,,,,,,,,,,
case_b06c9ff68de0c035,prob_bayes_single_signal,161.5140838548541,192,0,quality,0.012987012987012984,,977.0,target,noul,0,0.46879062662624377,0.5312093733737562,0.012987012987012984,0.4558036136392308,0.4558036136392308,0.20775693420658117,0.5649070402396043,0.05,0.8,0.2,False,0,0,1.0,0.2197646516126263,0.6325990353171692,,,,,,,,,,,,,,,,
case_e71fbcc32b57dbc4,prob_bayes_single_signal,203.76025000587106,193,0,network_incident,0.027027027027027018,,978.0,target,noul,0,0.2689414213699951,0.7310585786300049,0.027027027027027018,0.24191439434296808,0.24191439434296808,0.05852257419032506,0.21603787715561906,0.1,0.8,0.2,False,0,0,1.0,0.07232948812851325,0.3132616875182228,,,,,,,,,,,,,,,,
case_88c1cb955be6dfa6,prob_bayes_single_signal,161.17225005291402,173,0,abstract,0.5,,979.0,target,noul,1,0.7772998611746911,0.7772998611746911,0.5,0.2772998611746911,0.2772998611746911,0.07689521300750295,0.18378190078542742,0.2,0.8,0.2,True,1,1,1.0,0.049595351832811864,0.251929081345373,,,,,,,,,,,,,,,,
case_023a156f51c8d8de,prob_bayes_single_signal,204.7723331488669,224,0,machine_fault,0.6829268292682926,,980.0,target,noul,1,0.6224593312018546,0.6224593312018546,0.6829268292682926,-0.06046749806643803,0.06046749806643803,0.003656318322414687,0.007969988985693746,0.35,0.8,0.2,True,1,1,1.0,0.1425369565965509,0.47407698418010663,,,,,,,,,,,,,,,,
case_789d2070b33ab953,prob_bayes_single_signal,205.486707855016,196,0,fraud,0.19999999999999996,,981.0,target,noul,1,0.32082130082460697,0.679178699175393,0.19999999999999996,0.12082130082460701,0.12082130082460701,0.014597786732950183,0.03646858257671215,0.5,0.8,0.2,False,1,0,0.0,0.46128370541357894,1.1368710061149,,,,,,,,,,,,,,,,
case_4ac1d207a4b2c74f,prob_bayes_single_signal,207.52574992366135,193,0,quality,0.3170731707317073,,982.0,target,noul,0,0.4073334000459302,0.5926665999540698,0.3170731707317073,0.0902602293142229,0.0902602293142229,0.008146908995856102,0.017382122603963587,0.65,0.8,0.2,False,0,0,1.0,0.16592049879297782,0.52312326413984,,,,,,,,,,,,,,,,
case_d41fa7d4d115786e,prob_bayes_single_signal,204.27574985660613,193,0,network_incident,0.9411764705882353,,983.0,target,noul,1,0.8175744761936437,0.8175744761936437,0.9411764705882353,-0.12360199439459163,0.12360199439459163,0.01527745301832066,0.0659304960345658,0.8,0.8,0.2,True,1,1,1.0,0.033279071736023486,0.2014132779827524,,,,,,,,,,,,,,,,
case_535cf6620be8994b,prob_bayes_single_signal,163.75654190778732,172,0,abstract,0.0022624434389140265,,984.0,target,noul,0,0.1645164628965632,0.8354835371034368,0.0022624434389140265,0.16225401945764917,0.16225401945764917,0.026326366830163195,0.1673799797153344,0.02,0.9,0.1,False,0,0,1.0,0.02706566656399625,0.17974463538565907,,,,,,,,,,,,,,,,
case_cb2e82b3563d08ac,prob_bayes_single_signal,208.16941699013114,223,0,machine_fault,0.005813953488372092,,985.0,target,noul,0,0.22270013882530884,0.7772998611746912,0.005813953488372092,0.21688618533693674,0.21688618533693674,0.04703961739000807,0.22347221012468046,0.05,0.9,0.1,False,0,0,1.0,0.04959535183281183,0.25192908134537284,,,,,,,,,,,,,,,,
case_dca9d9dcbab421b1,prob_bayes_single_signal,204.2548751924187,196,0,fraud,0.01219512195121951,,986.0,target,noul,0,0.32082130082460697,0.679178699175393,0.01219512195121951,0.30862617887338745,0.30862617887338745,0.09525011828598814,0.3301564116368364,0.1,0.9,0.1,False,0,0,1.0,0.10292630706279296,0.38687100611489994,,,,,,,,,,,,,,,,
case_1f474663340c20e1,prob_bayes_single_signal,206.80854190140963,193,0,quality,0.027027027027027018,,987.0,target,noul,0,0.4378234991142019,0.5621765008857982,0.027027027027027018,0.41079647208717485,0.41079647208717485,0.16875374147926903,0.4584453392459693,0.2,0.9,0.1,False,0,0,1.0,0.19168941637660353,0.5759394198788435,,,,,,,,,,,,,,,,
case_dde66a8161f5ce62,prob_bayes_single_signal,205.61875007115304,193,0,network_incident,0.05645161290322578,,988.0,target,noul,0,0.2689414213699951,0.7310585786300049,0.05645161290322578,0.21248980846676932,0.21248980846676932,0.04515191870224431,0.15262303654806225,0.35,0.9,0.1,False,0,0,1.0,0.07232948812851325,0.3132616875182228,,,,,,,,,,,,,,,,
case_9df7d23b415ed321,prob_bayes_single_signal,162.9512500949204,173,0,abstract,0.9,,989.0,target,noul,1,0.8670357598021706,0.8670357598021706,0.9,-0.0329642401978294,0.0329642401978294,0.0010866411318201914,0.005092084214153279,0.5,0.9,0.1,True,1,1,1.0,0.017679489171386065,0.14267505760560167,,,,,,,,,,,,,,,,
case_1571e230660f2668,prob_bayes_single_signal,206.8810830824077,224,0,machine_fault,0.9435483870967741,,990.0,target,noul,1,0.7549149868676283,0.7549149868676283,0.9435483870967741,-0.18863340022914588,0.18863340022914588,0.03558255968200913,0.1275679368910574,0.65,0.9,0.1,True,1,1,1.0,0.06006666366209483,0.2811501362483148,,,,,,,,,,,,,,,,
